,Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
1,A319,6.644,11.92,800.85
2,A319,7.18,52.85,1369.37
5,A319,8.033999999999999,43.78,1240.06
6,A319,7.817,32.65,2132.78
7,A319,5.849,11.56,1913.35
8,A319,5.899,42.44,1262.32
9,A319,7.435,59.7,801.54
14,A319,7.755,25.48,2585.79
15,A319,7.818,54.44,1122.42
17,A319,8.447000000000001,341.71,516.78
19,A319,8.984,20.99,777.26
20,A319,6.074,36.24,2082.16
21,A319,7.699,24.0,479.48
22,A319,7.797000000000001,59.65,2049.79
27,A319,7.6770000000000005,42.53,600.26
28,A319,73.39,15.59,1827.38
29,A319,6.309,26.02,1366.99
31,A319,7.416,19.07,1305.47
33,A319,6.776,4.19,1187.19
34,A319,9.412,67.95,1850.75
38,A319,8.656,64.76,798.69
43,A319,8.101,44.82,775.25
44,A319,8.918,27.21,1777.87
48,A319,9.046,12.78,1106.26
49,A319,6.892,60.45,1494.71
51,A319,6.981,62.85,1726.75
52,A319,7.204,24.92,2097.04
53,A319,9.172,69.66,1200.07
55,A319,6.438,68.65,2190.96
58,A319,6.85,4.42,967.9
59,A319,7.222,10.93,243.06
64,A319,7.041,55.99,1341.07
65,A319,7.4479999999999995,10.7,990.18
66,A319,8.163,65.51,559.31
72,A319,5.775,23.34,882.35
73,A319,6.747999999999999,38.79,1833.51
74,A319,8.462,38.49,1756.79
75,A319,8.824,50.08,1255.7
76,A319,7.699,36.32,255.54
81,A319,7.8629999999999995,16.35,638.16
88,A319,7.024,28.03,1819.05
99,A319,9.557,62.63,309.84
101,A319,7.587999999999999,17.43,308.44
104,A319,6.644,69.43,1789.25
107,A319,9.508,25.97,1093.63
108,A319,9.383,23.38,1959.07
112,A319,5.72,44.11,2117.02
118,A319,7.74,51.59,1637.24
121,A319,7.77,57.19,1195.11
124,A319,7.976,47.03,1799.02
125,A319,8.28,55.29,1025.93
127,A319,5.716,16.17,682.65
130,A319,7.53,22.06,2029.57
132,A319,7.99,64.4,631.74
133,A319,5.981,11.63,986.14
136,A319,5.976,41.81,2125.0
143,A319,9.277000000000001,14.55,2008.61
145,A319,6.035,57.87,994.85
147,A319,7.215,20.89,2159.09
149,A319,8.493,45.05,1668.78
156,A319,8.005,10.22,1160.26
158,A319,8.147,37.16,2126.42
159,A319,8.645,69.89,387.67
161,A319,6.062,25.36,1147.68
170,A319,6.4110000000000005,62.47,1599.74
171,A319,7.943,59.48,309.45
172,A319,5.625,29.95,1650.21
174,A319,7.827999999999999,27.5,777.9
176,A319,7.114,41.32,731.86
178,A319,8.141,64.99,1299.37
179,A319,8.931000000000001,35.71,1139.87
184,A319,5.986000000000001,24.53,1421.31
186,A319,8.786,49.09,1490.24
189,A319,6.579,67.06,2118.9
191,A319,6.9270000000000005,25.58,1130.12
192,A319,8.752,32.46,411.81
193,A319,7.053999999999999,59.15,1065.97
198,A319,9.144,66.05,612.12
201,A319,6.608,27.64,964.48
204,A319,7.303999999999999,67.56,1421.27
205,A319,8.878,12.35,1128.43
213,A319,6.605,10.77,577.65
217,A319,6.5089999999999995,57.54,2165.18
219,A319,8.949,40.54,2088.76
228,A319,6.902,53.74,1080.12
229,A319,9.367,62.8,944.99
236,A319,79.78,34.22,816.16
239,A319,6.199,25.23,1637.6
240,A319,6.501,59.22,707.03
241,A319,9.55,15.27,1389.47
243,A319,7.242000000000001,45.83,284.86
247,A319,8.469,18.01,1748.57
256,A319,5.962999999999999,57.07,1130.3
257,A319,7.607,52.42,1314.11
261,A319,7.976,61.37,223.57
263,A319,9.415,17.86,1184.99
265,A319,6.425,46.71,1933.5
274,A319,5.768,44.77,1709.94
277,A319,9.368,36.03,603.22
278,A319,8.832,45.47,679.85
282,A319,7.097,33.09,1747.36
288,A319,7.928999999999999,39.39,2022.89
289,A319,8.2,68.64,1698.6
290,A319,6.224,21.67,1801.31
291,A319,8.171,35.65,570.58
292,A319,6.547999999999999,13.53,1913.39
295,A319,6.108,57.42,1052.5
296,A319,6.1610000000000005,67.21,1271.05
297,A319,9.463,35.1,1055.75
299,A319,7.852,36.61,245.37
301,A319,6.672999999999999,63.63,867.83
302,A319,8.774,61.43,1969.47
306,A319,9.425,30.83,475.75
308,A319,5.7170000000000005,29.68,1770.79
311,A319,8.402999999999999,55.48,1252.0
312,A319,8.204,26.46,1489.33
315,A319,9.38,43.83,1505.3
319,A319,8.02,20.54,1046.62
324,A319,8.192,39.7,1669.3
330,A319,9.573,30.12,1778.59
332,A319,8.551,60.56,1776.68
335,A319,5.763,58.81,1084.66
341,A319,6.45,37.77,930.99
344,A319,8.658999999999999,30.85,2114.18
350,A319,8.392000000000001,38.78,780.96
351,A319,9.5,25.6,292.95
354,A319,6.0920000000000005,39.38,1076.28
357,A319,8.531,16.39,851.11
358,A319,7.3260000000000005,38.22,353.74
362,A319,8.66,13.23,1008.64
363,A319,9.509,55.47,1547.17
365,A319,5.959,51.88,1102.97
372,A319,8.283999999999999,58.9,736.24
373,A319,6.031000000000001,44.52,1085.78
374,A319,6.32,25.85,330.99
377,A319,8.215,57.41,408.71
382,A319,6.602,21.6,1657.1
386,A319,8.927999999999999,20.71,1161.18
392,A319,5.684,54.9,1438.65
395,A319,7.653,63.31,701.42
397,A319,7.761,25.71,748.67
398,A319,6.297999999999999,58.93,2123.49
399,A319,7.156000000000001,56.53,771.14
400,A319,8.812999999999999,65.83,668.71
403,A319,9.333,36.46,1768.37
406,A319,6.337000000000001,49.15,592.16
408,A319,9.146,15.22,282.59
409,A319,8.257,36.89,1745.64
411,A319,5.686,59.96,343.6
414,A319,9.545,25.17,1507.15
415,A319,9.088,39.64,1265.32
416,A319,8.943,56.2,1066.92
419,A319,5.775,63.52,1663.14
420,A319,9.092,44.78,787.18
423,A319,6.732,28.2,1846.23
427,A319,8.414,40.39,2180.59
428,A319,6.813,23.68,1718.55
430,A319,9.362,59.78,477.88
432,A319,5.9639999999999995,27.92,461.37
446,A319,7.59,31.47,383.95
