,Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
0,A319,,66.2,
1,A319,6.644,11.92,800.85
2,A319,7.18,52.85,1369.37
3,A319,,51.46,895.59
4,A319,,35.05,
5,A319,8.033999999999999,43.78,1240.06
6,A319,7.817,32.65,2132.78
7,A319,5.849,11.56,1913.35
8,A319,5.899,42.44,1262.32
9,A319,7.435,59.7,801.54
10,A319,9.586,29.02,
11,A319,,41.32,
12,A319,9.175,,1393.34
13,A319,6.037999999999999,,1945.37
14,A319,7.755,25.48,2585.79
15,A319,7.818,54.44,1122.42
16,A319,8.105,,
17,A319,8.447000000000001,341.71,516.78
18,A319,,13.13,1796.69
19,A319,8.984,20.99,777.26
20,A319,6.074,36.24,2082.16
21,A319,7.699,24.0,479.48
22,A319,7.797000000000001,59.65,2049.79
23,A319,,67.05,832.01
24,A319,7.082999999999999,,1432.11
25,A319,,44.89,
26,A319,8.664,25.23,
27,A319,7.6770000000000005,42.53,600.26
28,A319,73.39,15.59,1827.38
29,A319,6.309,26.02,1366.99
30,A319,,19.83,2165.44
31,A319,7.416,19.07,1305.47
32,A319,9.25,,1117.24
33,A319,6.776,4.19,1187.19
34,A319,9.412,67.95,1850.75
35,A319,,,683.78
36,A319,,41.49,515.69
37,A319,8.164,,
38,A319,8.656,64.76,798.69
39,A319,7.557,25.12,
40,A319,,12.84,
41,A319,8.427,,
42,A319,7.1339999999999995,48.8,
43,A319,8.101,44.82,775.25
44,A319,8.918,27.21,1777.87
45,A319,9.363,,379.03
46,A319,,30.05,232.27
47,A319,,22.36,
48,A319,9.046,12.78,1106.26
49,A319,6.892,60.45,1494.71
50,A319,8.499,,1217.56
51,A319,6.981,62.85,1726.75
52,A319,7.204,24.92,2097.04
53,A319,9.172,69.66,1200.07
54,A319,6.292999999999999,,
55,A319,6.438,68.65,2190.96
56,A319,9.402000000000001,17.24,
57,A319,,,
58,A319,6.85,4.42,967.9
59,A319,7.222,10.93,243.06
60,A319,7.726,,213.72
61,A319,7.77,,468.61
62,A319,,,65.64
63,A319,,16.3,2013.39
64,A319,7.041,55.99,1341.07
65,A319,7.4479999999999995,10.7,990.18
66,A319,8.163,65.51,559.31
67,A319,,16.87,1920.76
68,A319,6.374,,725.97
69,A319,,,589.64
70,A319,,,1988.38
71,A319,6.935,44.09,
72,A319,5.775,23.34,882.35
73,A319,6.747999999999999,38.79,1833.51
74,A319,8.462,38.49,1756.79
75,A319,8.824,50.08,1255.7
76,A319,7.699,36.32,255.54
77,A319,,50.65,
78,A319,7.715,,521.51
79,A319,7.21,42.7,
80,A319,7.729,21.86,
81,A319,7.8629999999999995,16.35,638.16
82,A319,6.175,53.25,
83,A319,8.685,,757.68
84,A319,,34.66,1211.88
85,A319,,,
86,A319,,43.36,1505.31
87,A319,,68.54,1852.34
88,A319,7.024,28.03,1819.05
89,A319,8.865,,1706.76
90,A319,,35.78,
91,A319,,,534.64
92,A319,6.1,56.7,
93,A319,,31.24,1544.03
94,A319,8.056000000000001,54.76,
95,A319,,25.29,
96,A319,6.706,,988.11
97,A319,6.35,65.22,
98,A319,9.482999999999999,,2014.63
99,A319,9.557,62.63,309.84
100,A319,,,
101,A319,7.587999999999999,17.43,308.44
102,A319,9.262,63.48,
103,A319,7.205,64.46,
104,A319,6.644,69.43,1789.25
105,A319,6.478,,
106,A319,9.215,27.12,
107,A319,9.508,25.97,1093.63
108,A319,9.383,23.38,1959.07
109,A319,6.507999999999999,39.5,
110,A319,6.707000000000001,20.07,
111,A319,,,
112,A319,5.72,44.11,2117.02
113,A319,6.614,66.6,
114,A319,8.673,,2126.65
115,A319,6.312,36.58,
116,A319,,42.17,
117,A319,6.992999999999999,59.37,
118,A319,7.74,51.59,1637.24
119,A319,,12.27,490.04
120,A319,8.343,13.24,
121,A319,7.77,57.19,1195.11
122,A319,,35.83,1988.27
123,A319,,65.23,1424.35
124,A319,7.976,47.03,1799.02
125,A319,8.28,55.29,1025.93
126,A319,,11.3,298.11
127,A319,5.716,16.17,682.65
128,A319,5.898,,1737.17
129,A319,5.7170000000000005,28.71,
130,A319,7.53,22.06,2029.57
131,A319,,35.61,1504.74
132,A319,7.99,64.4,631.74
133,A319,5.981,11.63,986.14
134,A319,,15.72,429.26
135,A319,6.8,42.82,
136,A319,5.976,41.81,2125.0
137,A319,,,1679.83
138,A319,8.589,,
139,A319,5.721,,1635.98
140,A319,,30.75,1847.99
141,A319,6.98,,1889.23
142,A319,6.89,,847.62
143,A319,9.277000000000001,14.55,2008.61
144,A319,7.311,30.79,
145,A319,6.035,57.87,994.85
146,A319,,20.38,888.7
147,A319,7.215,20.89,2159.09
148,A319,8.318,34.9,
149,A319,8.493,45.05,1668.78
150,A319,7.7589999999999995,40.68,
151,A319,,66.43,1258.13
152,A319,,36.29,463.17
153,A319,8.25,,482.77
154,A319,8.109,,509.33
155,A319,,68.9,2088.09
156,A319,8.005,10.22,1160.26
157,A319,,,603.34
158,A319,8.147,37.16,2126.42
159,A319,8.645,69.89,387.67
160,A319,,,988.81
161,A319,6.062,25.36,1147.68
162,A319,8.697000000000001,,1122.93
163,A319,9.447000000000001,,1812.73
164,A319,7.88,25.86,
165,A319,9.488,15.33,
166,A319,9.336,,1035.26
167,A319,9.023,13.52,
168,A319,,63.32,765.78
169,A319,,69.42,1797.23
170,A319,6.4110000000000005,62.47,1599.74
171,A319,7.943,59.48,309.45
172,A319,5.625,29.95,1650.21
173,A319,7.412000000000001,45.13,
174,A319,7.827999999999999,27.5,777.9
175,A319,,,1353.47
176,A319,7.114,41.32,731.86
177,A319,9.579,19.96,
178,A319,8.141,64.99,1299.37
179,A319,8.931000000000001,35.71,1139.87
180,A319,8.874,50.55,
181,A319,7.477,38.63,
182,A319,,66.3,1096.44
183,A319,,,1473.43
184,A319,5.986000000000001,24.53,1421.31
185,A319,7.42,52.41,
186,A319,8.786,49.09,1490.24
187,A319,8.964,,627.0
188,A319,8.593,38.81,
189,A319,6.579,67.06,2118.9
190,A319,9.386000000000001,58.61,
191,A319,6.9270000000000005,25.58,1130.12
192,A319,8.752,32.46,411.81
193,A319,7.053999999999999,59.15,1065.97
194,A319,,37.08,
195,A319,7.702000000000001,40.38,
196,A319,8.22,51.24,
197,A319,,,867.18
198,A319,9.144,66.05,612.12
199,A319,8.912,,
200,A319,,61.7,
201,A319,6.608,27.64,964.48
202,A319,5.974,52.98,
203,A319,6.2620000000000005,,925.73
204,A319,7.303999999999999,67.56,1421.27
205,A319,8.878,12.35,1128.43
206,A319,,23.05,
207,A319,8.106,40.08,
208,A319,7.818,,1224.12
209,A319,,,
210,A319,7.425,19.98,
211,A319,7.683,,
212,A319,5.621,43.35,
213,A319,6.605,10.77,577.65
214,A319,7.381,,
