,Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
1,A319,6.644,11.92,800.85
3,A319,5.651,51.46,895.59
6,A319,7.817,32.65,2132.78
13,A319,6.037999999999999,34.6,1945.37
17,A319,8.447000000000001,341.71,516.78
24,A319,7.041,54.53,1432.11
25,A319,6.818,44.89,1171.15
26,A319,8.664,25.23,785.73
34,A319,9.412,67.95,1850.75
37,A319,8.164,36.55,2123.7
38,A319,8.656,64.76,798.69
39,A319,7.557,25.12,1106.86
47,A319,8.411,22.36,1134.92
51,A319,6.981,62.85,1726.75
53,A319,9.172,69.66,1200.07
56,A319,9.402000000000001,17.24,880.98
58,A319,6.85,4.42,967.9
59,A319,7.222,10.93,243.06
67,A319,9.423,16.87,1920.76
69,A319,6.336,42.9,589.64
71,A319,6.935,44.09,1375.1
76,A319,7.699,36.32,255.54
80,A319,7.729,21.86,990.63
83,A319,8.685,64.28,757.68
93,A319,6.337999999999999,31.24,1544.03
114,A319,8.673,63.06,2126.65
127,A319,5.716,16.17,682.65
128,A319,5.898,14.71,1737.17
134,A319,6.169,15.72,429.26
142,A319,6.89,57.41,847.62
144,A319,7.311,30.79,573.5
146,A319,8.45,20.38,888.7
154,A319,8.109,14.49,509.33
156,A319,8.005,10.22,1160.26
157,A319,6.767,56.3,603.34
164,A319,7.88,25.86,231.7
169,A319,7.876,69.42,1797.23
175,A319,8.283999999999999,44.28,1353.47
187,A319,8.964,17.38,627.0
197,A319,8.262,16.87,867.18
200,A319,9.226,61.7,1331.14
206,A319,5.602,23.05,1214.65
221,A319,6.417999999999999,31.65,299.53
224,A319,8.863999999999999,27.41,402.31
233,A319,7.059,12.34,265.56
234,A319,7.922999999999999,67.19,1989.38
239,A319,6.199,25.23,1637.6
240,A319,6.501,59.22,707.03
246,A319,6.096,67.55,925.87
250,A319,8.182,47.94,791.92
255,A319,9.22,12.92,1435.47
261,A319,7.976,61.37,223.57
263,A319,9.415,17.86,1184.99
265,A319,6.425,46.71,1933.5
267,A319,6.624,53.96,1999.1
280,A319,5.619,66.07,1600.75
286,A319,6.215,33.91,886.52
300,A319,6.671,13.81,1803.05
303,A319,6.524,22.58,1656.43
308,A319,5.7170000000000005,29.68,1770.79
320,A319,8.607000000000001,62.92,1246.64
326,A319,9.443,57.64,1909.74
328,A319,6.77,24.31,967.71
335,A319,5.763,58.81,1084.66
337,A319,8.645,23.34,1305.03
350,A319,8.392000000000001,38.78,780.96
352,A319,7.507000000000001,62.83,1587.12
361,A319,8.443,65.85,2069.23
365,A319,5.959,51.88,1102.97
370,A319,7.0089999999999995,27.41,1014.93
389,A319,7.575,39.39,1918.55
390,A319,7.917999999999999,26.91,1134.37
400,A319,8.812999999999999,65.83,668.71
401,A319,5.644,58.92,1248.58
402,A319,8.986,28.61,2045.57
406,A319,6.337000000000001,49.15,592.16
414,A319,9.545,25.17,1507.15
421,A319,9.488,29.66,421.23
422,A319,8.06,16.66,564.07
423,A319,6.732,28.2,1846.23
432,A319,5.9639999999999995,27.92,461.37
433,A319,9.161,17.03,2023.46
435,A319,7.607,12.03,424.86
437,A319,7.728,11.36,1021.46
459,A319,9.189,37.79,695.52
460,A319,8.014,19.72,840.01
461,A319,8.677999999999999,64.01,1134.78
465,A319,7.944,32.68,575.24
467,A319,99.02,44.65,659.28
470,A319,5.8229999999999995,42.63,202.95
472,A319,6.392,29.49,896.93
473,A319,6.8020000000000005,65.99,948.68
477,A319,8.546,16.83,1629.84
488,A319,8.503,63.27,290.53
494,A319,6.484,50.84,576.1
502,A319,7.6979999999999995,46.7,1965.54
505,A319,6.351,26.98,791.29
507,A319,9.05,44.71,1344.13
510,A319,9.389,15.46,1973.32
511,A319,5.972,52.74,588.4
517,A319,7.994,59.29,375.09
524,A319,7.649,30.92,1832.37
525,A319,7.641,67.62,1879.97
535,A319,7.398,23.31,1170.49
539,A319,7.7379999999999995,18.53,1878.91
541,A319,7.07,62.64,1535.79
544,A319,6.787000000000001,13.45,1339.13
548,A319,9.142999999999999,34.46,517.83
549,A319,8.368,22.71,472.97
554,A319,8.921,30.65,880.77
557,A319,8.896,12.32,1316.56
559,A319,6.237,34.49,1605.39
560,A319,6.994,19.84,1137.01
563,A319,6.077000000000001,34.63,1374.59
564,A319,7.699,55.59,699.43
565,A319,7.901,53.92,489.83
571,A319,9.467,49.27,1739.09
574,A319,7.648,10.47,1192.31
578,A319,7.01,54.89,968.0
579,A319,9.405,23.57,619.9
582,A319,7.332000000000001,29.1,1020.05
586,A319,6.5520000000000005,19.97,1329.33
592,A319,9.072000000000001,61.28,454.64
594,A319,6.59,41.76,1067.0
598,A319,5.67,38.92,2193.45
604,A319,6.167000000000001,52.97,2081.89
615,A319,6.672999999999999,49.82,1412.93
621,A319,8.242,42.56,491.39
622,A319,5.899,63.23,1277.0
624,A319,8.559,39.39,705.78
633,A319,7.75,56.82,469.97
634,A319,9.33,13.22,1809.84
635,A319,9.552999999999999,48.96,623.95
636,A319,8.157,32.51,975.26
647,A319,9.259,11.13,1444.15
658,A319,6.837999999999999,34.2,1619.03
660,A319,7.0520000000000005,29.81,553.81
663,A319,8.592,52.47,1599.36
664,A319,8.363,53.79,291.36
666,A319,7.402,33.67,1944.56
667,A319,8.357000000000001,65.02,2009.08
670,A319,6.566,59.79,1241.07
673,A319,7.029,59.12,1842.99
674,A319,6.739,39.41,1685.54
675,A319,6.837000000000001,12.78,1869.69
682,A319,7.49,16.36,821.06
685,A319,6.434,56.85,1732.84
687,A319,6.691,10.97,1637.01
690,A319,8.908999999999999,19.95,2016.37
691,A319,8.847000000000001,53.49,1425.01
693,A319,5.938,59.07,468.59
695,A319,9.025,31.47,1835.27
698,A319,8.64,10.96,1670.76
703,A319,6.605,13.31,1387.21
706,A319,8.734,46.68,1181.64
707,A319,6.325,37.55,496.32
710,A319,6.187,46.33,2067.59
713,A319,8.992,67.87,896.63
718,A319,7.617999999999999,54.19,1286.78
721,A319,5.972,49.26,1628.2
728,A319,7.987,34.44,1468.91
731,A319,9.176,31.18,1074.56
733,A319,7.066,51.5,1340.96
736,A319,6.8870000000000005,57.55,1837.75
751,A319,8.591000000000001,35.24,743.76
760,A319,7.646,56.62,1114.42
767,A319,5.766,67.58,340.31
774,A319,7.456,41.99,756.79
776,A319,6.17,23.77,1693.33
780,A319,7.648,31.7,1883.09
789,A319,7.372000000000001,12.68,432.2
793,A319,8.472000000000001,10.59,556.79
799,A319,5.6979999999999995,54.06,547.76
800,A319,8.345,69.17,666.28
804,A319,6.269,30.29,1507.21
806,A319,7.127000000000001,48.22,860.37
813,A319,8.719,34.82,2001.54
814,A319,7.108,52.02,209.19
815,A319,6.023,58.59,1787.96
818,A319,6.308,64.91,1464.73
819,A319,8.607999999999999,59.66,334.03
822,A319,7.521,62.9,614.34
825,A319,9.597999999999999,53.41,1669.75
828,A319,8.461,28.34,1189.43
835,A319,9.021,68.94,604.48
844,A319,7.027,37.18,952.47
850,A319,7.4239999999999995,27.58,833.8
860,A319,7.376,68.09,1332.02
861,A319,9.394,50.04,1141.29
864,A319,6.59,52.32,1132.26
866,A319,6.997999999999999,63.9,1197.47
872,A319,8.45,62.37,387.01
873,A319,6.901,68.98,1234.9
880,A319,6.372999999999999,69.94,673.61
885,A319,6.228,28.19,406.02
